x,y
-10.0,230.72054063522603
-9.899497487437186,199.92326340235115
-9.798994974874372,199.30948050757797
-9.698492462311558,172.72600193456552
-9.597989949748744,193.19028750363847
-9.49748743718593,178.5209631193492
-9.396984924623116,190.87193888717263
-9.296482412060302,186.68796713656278
-9.195979899497488,181.62355413519887
-9.095477386934673,179.8002919193722
-8.99497487437186,171.53410454309085
-8.894472361809045,174.86865640433402
-8.793969849246231,175.27337457199337
-8.693467336683417,188.37979499605638
-8.592964824120603,168.45582428972116
-8.492462311557789,171.27983563243484
-8.391959798994975,162.61185956201476
-8.291457286432161,162.8557336232799
-8.190954773869347,152.72847728078017
-8.090452261306533,148.58378367800157
-7.989949748743719,134.35745545747415
-7.889447236180905,133.3149266281212
-7.788944723618091,134.18914859158454
-7.688442211055277,138.1775035387181
-7.5879396984924625,120.3399907703743
-7.4874371859296485,127.68749122173877
-7.386934673366834,121.79825812904582
-7.28643216080402,121.56020376136482
-7.185929648241206,110.1203867246794
-7.085427135678392,102.54787239214848
-6.984924623115578,94.81195326008728
-6.884422110552764,114.40957868941757
-6.78391959798995,101.77971012299705
-6.683417085427136,99.63033538703864
-6.582914572864322,90.76080058185269
-6.482412060301508,85.56431429215763
-6.381909547738694,90.51963374244123
-6.28140703517588,79.9580740255008
-6.180904522613066,78.97852203513119
-6.080402010050252,86.36017999785672
-5.979899497487437,69.28731460791343
-5.879396984924623,87.49000999527456
-5.7788944723618085,72.82673347275372
-5.6783919597989945,83.77486952180595
-5.57788944723618,72.57217462613927
-5.477386934673366,56.01214958700473
-5.376884422110552,56.609269599848965
-5.276381909547738,55.19801741929436
-5.175879396984924,56.61524395099599
-5.07537688442211,65.3942976979717
-4.974874371859296,53.37852690460713
-4.874371859296482,52.98429888222609
-4.773869346733668,48.9779432199205
-4.673366834170854,45.360614812422234
-4.57286432160804,52.907156490706875
-4.472361809045226,30.075607550739818
-4.371859296482412,64.95408389850496
-4.271356783919598,44.98626546720065
-4.1708542713567835,52.10211624510425
-4.0703517587939695,53.037301022849064
